pricing_id,deal_id,line_item_id,service_type,locale,unit,volume,buy_rate,overhead_pct,margin_pct,sell_rate,line_total,currency,status
7827ccda-b3fe-48e1-8d2b-1a5c2365e220,601e60bc-ba3b-4338-9d0e-b54d7dfe3a45,4e900212-6903-4f0b-8c15-0ba904a196cd,qa_testing,he-IL,per_hour,458,49.102,0.095,0.293,68.1536,31214.35,USD,COMPUTED
504d67e9-dca0-4741-b4f8-ded242423ecc,601e60bc-ba3b-4338-9d0e-b54d7dfe3a45,a3fef52a-f9f4-4ed0-99ea-ca63c834fed3,qa_testing,no-NO,per_hour,641,42.6219,0.095,0.293,59.1592,37921.05,USD,COMPUTED
00293eac-885a-4035-8172-199f350b3b14,601e60bc-ba3b-4338-9d0e-b54d7dfe3a45,858dcd3b-e35b-4133-80ff-5131b7b917c8,qa_testing,vi-VN,per_hour,1530,20.472,0.095,0.293,28.4151,43475.1,USD,COMPUTED
847161ec-419e-4a8a-9c51-36f071eb1661,601e60bc-ba3b-4338-9d0e-b54d7dfe3a45,2dfb8d04-1d89-46f4-a763-20145b9e2532,qa_testing,ru-RU,per_hour,1646,29.3699,0.095,0.293,40.7654,67099.85,USD,COMPUTED
e6644efb-f52b-4643-a1b5-b812840c7587,2fc661a7-305a-4b47-b990-6c79376d89b8,429a2c89-4687-4db6-a6e9-5719dba3c47a,transcription,zh-TW,per_minute,9769,1.8534,0.141,0.303,2.6763,26144.77,USD,COMPUTED
c0306e2b-6802-4ad0-8e95-1afc643570d6,b1a601d8-f4cd-45f0-b7b0-a912dcff24a0,21cc37ba-f715-40d8-9f39-976329959d37,dtp,de-AT,per_page,90,9.0224,0.126,0.264,12.5411,1128.7,USD,COMPUTED
43d0a9b8-2929-42b7-9fac-f9d98c55bfb5,b1a601d8-f4cd-45f0-b7b0-a912dcff24a0,708c859f-ad0d-42f1-b030-4cb9ef4ee38b,dtp,vi-VN,per_page,713,4.7564,0.126,0.264,6.6114,4713.93,USD,COMPUTED
cdb665a0-996c-4f57-aa68-cf9a4f8bbe86,23fb724f-9a5c-426b-8b77-665862857753,5eeb8213-02bd-44b9-82f0-c5899beed607,transcription,zh-TW,per_minute,5178,1.8534,0.102,0.183,2.3816,12331.92,USD,COMPUTED
99b0f1a9-3b29-4876-ad9d-fa9b02763f41,23fb724f-9a5c-426b-8b77-665862857753,bb88c086-72e0-4e71-9c68-a1bd3ed4bb45,transcription,en-US,per_minute,498,2.1082,0.102,0.183,2.709,1349.08,USD,COMPUTED
6d8ad144-2c1c-4ba2-b264-41a91e0f2b5d,806b4b5d-ebc5-4b1a-b0df-64d0cc4df54d,173e8a4b-41c9-4151-b97d-23e950ac019f,dubbing,sv-SE,per_minute,2910,28.7861,0.095,0.22,37.8537,110154.27,USD,COMPUTED
c22662a7-a84e-497c-b40c-d13c239d0beb,e38f0a50-0c12-465b-9821-8551694a2ac3,6d46c063-aac1-493b-bcfc-51928e989956,proofreading,de-DE,per_word,1092025,0.0474,0.111,0.122,0.0584,63774.26,USD,COMPUTED
6e460d18-093b-4685-8f22-092e6b7060e8,e38f0a50-0c12-465b-9821-8551694a2ac3,9d9cd25f-41cc-4f2f-9f43-6e310fa3072e,proofreading,ar-AE,per_word,1081406,0.0376,0.111,0.122,0.0464,50177.24,USD,COMPUTED
8dacf2fd-7c21-4800-8951-2fc8b5256c7d,c88b14ef-1d85-431a-ab88-4889a45a352d,af3887f2-1316-448a-94e9-e20a52a5c328,localization_engineering,es-MX,per_hour,424,42.4755,0.107,0.196,55.3456,23466.53,USD,COMPUTED
c2ae15ca-b250-4938-bbff-5319f4629552,c88b14ef-1d85-431a-ab88-4889a45a352d,a4272d77-983b-4535-840f-c0064d789041,localization_engineering,es-AR,per_hour,2766,37.8725,0.107,0.196,49.3479,136496.29,USD,COMPUTED
1f0f5578-6871-4aa1-9a22-8a3ebcaedb0c,caa11c67-9a10-47c8-a364-8c08ac186251,719fd989-303d-40dc-800f-86e802d71c46,voiceover,es-MX,per_minute,3909,10.8697,0.127,0.276,15.2502,59613.03,USD,COMPUTED
73a37b8a-e686-465f-8578-8e06fad02483,caa11c67-9a10-47c8-a364-8c08ac186251,5d9fc14c-6654-40b6-b8aa-8ea4188d5f14,voiceover,ms-MY,per_minute,8394,8.5292,0.127,0.276,11.9665,100446.8,USD,COMPUTED
bc4dc0c8-25c7-4211-aa5c-89cf67887b05,caa11c67-9a10-47c8-a364-8c08ac186251,92d78490-570a-4301-828f-375a0bff55b6,voiceover,el-GR,per_minute,8922,11.4703,0.127,0.276,16.0928,143579.96,USD,COMPUTED
8aa1bd49-da70-4dc3-86b2-431c1255d0cd,caa11c67-9a10-47c8-a364-8c08ac186251,9e557318-582b-4313-a0b1-1334195fdc18,voiceover,it-IT,per_minute,4341,14.3268,0.127,0.276,20.1005,87256.27,USD,COMPUTED
c92f6aee-0c3b-4205-aa17-d6a8f692cf9d,caa11c67-9a10-47c8-a364-8c08ac186251,4d5b10fe-0cca-4e6d-ab4c-abc90a758ac9,voiceover,zh-CN,per_minute,5336,12.2759,0.127,0.276,17.2231,91902.46,USD,COMPUTED
a7ddc682-2344-46df-b8ab-92e10440c342,caa11c67-9a10-47c8-a364-8c08ac186251,14c6ee6b-afc6-43f4-a653-21e30ef97e07,voiceover,ja-JP,per_minute,3036,18.5436,0.127,0.276,26.0167,78986.7,USD,COMPUTED
66fe6dac-9fa1-46be-b844-920c8091f0d5,caa11c67-9a10-47c8-a364-8c08ac186251,9df6a4c1-8974-4df0-9e26-00eaf6ee4bb0,localization_engineering,es-MX,per_hour,408,42.4755,0.127,0.276,59.5931,24313.98,USD,COMPUTED
667d6400-011e-4a3d-85bd-676666eb666e,caa11c67-9a10-47c8-a364-8c08ac186251,16c5ccac-72eb-4b14-a425-501ade2b76e8,localization_engineering,ms-MY,per_hour,3191,32.6315,0.127,0.276,45.782,146090.36,USD,COMPUTED
2d7b88c5-09e6-44b1-8da1-d0a1a7999ba3,caa11c67-9a10-47c8-a364-8c08ac186251,4c428de1-858b-4e67-9d43-be00ac1c680b,localization_engineering,el-GR,per_hour,706,47.4506,0.127,0.276,66.5732,47000.68,USD,COMPUTED
d8996a54-adf3-4783-aae6-a3b533455656,caa11c67-9a10-47c8-a364-8c08ac186251,4ed4517c-1615-4937-9bb4-c82d053a66b8,localization_engineering,it-IT,per_hour,2478,57.8529,0.127,0.276,81.1676,201133.31,USD,COMPUTED
04323f54-4281-44d9-8780-c175028498a6,caa11c67-9a10-47c8-a364-8c08ac186251,8930e708-2ee5-4725-98b0-50bc83ae5424,localization_engineering,zh-CN,per_hour,2806,47.611,0.127,0.276,66.7982,187435.75,USD,COMPUTED
d20b38bd-7105-4ae4-aa58-59074ab60dac,caa11c67-9a10-47c8-a364-8c08ac186251,4c4542f1-4686-4c31-a569-b013733a799f,localization_engineering,ja-JP,per_hour,676,66.5679,0.127,0.276,93.3948,63134.88,USD,COMPUTED
c668a3bb-c912-4a66-8452-53df692ac1db,caa11c67-9a10-47c8-a364-8c08ac186251,b453ec6c-88e8-4394-ad41-6dc37f0b61cd,transcreation,es-MX,per_word,1288403,0.1422,0.127,0.276,0.1995,257036.4,USD,COMPUTED
3b34f7a2-06ec-4cde-ac1c-7a3da609e31a,caa11c67-9a10-47c8-a364-8c08ac186251,97f5ac29-3992-4cfc-884f-6e53d1c4f4a3,transcreation,ms-MY,per_word,1853243,0.1114,0.127,0.276,0.1563,289661.88,USD,COMPUTED
82d97603-c052-4b82-8eea-87b81b1970ee,caa11c67-9a10-47c8-a364-8c08ac186251,d7d6af2b-8f0b-4762-b7b4-8f6e7e7f7043,transcreation,el-GR,per_word,635221,0.142,0.127,0.276,0.1992,126536.02,USD,COMPUTED
d18c4098-1663-48f1-a8ab-4d8ab10e7d5f,caa11c67-9a10-47c8-a364-8c08ac186251,4df06e14-863c-4f7f-b5d6-b92f391bf32f,transcreation,it-IT,per_word,1571070,0.1783,0.127,0.276,0.2502,393081.71,USD,COMPUTED
8bb75115-6789-43fa-bf51-43f07ea9c202,caa11c67-9a10-47c8-a364-8c08ac186251,4b4aa9b9-6a64-4382-94f7-01d272ffe87b,transcreation,zh-CN,per_word,260465,0.144,0.127,0.276,0.202,52613.93,USD,COMPUTED
68128ad1-182e-4868-9afd-2b1d77bbc3c0,caa11c67-9a10-47c8-a364-8c08ac186251,77a7b5f2-6f81-49bb-b56d-050cf6b96466,transcreation,ja-JP,per_word,818671,0.2291,0.127,0.276,0.3214,263120.86,USD,COMPUTED
16420bfb-6987-43e5-8044-d8598da24104,fc8d7b82-7a33-4602-8a2a-d3677ddcc189,f7370c1e-8d41-4314-bd64-c3bb9cecab64,qa_testing,fi-FI,per_hour,1818,,0.109,0.168,,,USD,UNMAPPED
e33df5b8-f970-49da-9041-1fda2a7b8b57,fc8d7b82-7a33-4602-8a2a-d3677ddcc189,2ca4dff1-8720-4795-a402-4a760c2bda1b,qa_testing,sv-SE,per_hour,1339,47.3607,0.109,0.168,60.4796,80982.18,USD,COMPUTED
2414bb0c-d013-455c-bbdf-ed51b517c40f,fc8d7b82-7a33-4602-8a2a-d3677ddcc189,2e21300a-0f98-4143-95d4-531a07e17219,qa_testing,da-DK,per_hour,686,43.1868,0.109,0.168,55.1495,37832.56,USD,COMPUTED
c6c5f046-9a81-47c9-b06e-29de1a397947,fc8d7b82-7a33-4602-8a2a-d3677ddcc189,065e228d-3b13-4c71-8c63-07dd92a6e486,qa_testing,en-CA,per_hour,643,37.1601,0.109,0.168,47.4534,30512.54,USD,COMPUTED
d3143e36-8dde-41e9-9f23-f257c14666a8,fc8d7b82-7a33-4602-8a2a-d3677ddcc189,790895da-e492-4ef5-ba62-c3b72a039811,voiceover,fi-FI,per_minute,9592,14.7012,0.109,0.168,18.7734,180074.45,USD,COMPUTED
031ac009-cd86-4190-9b53-ced5b966b6bb,fc8d7b82-7a33-4602-8a2a-d3677ddcc189,2d5bda2b-3b80-4d5a-8708-8251c47b9036,voiceover,sv-SE,per_minute,6752,14.4653,0.109,0.168,18.4722,124724.29,USD,COMPUTED
ed26e434-37a2-4e63-baeb-96f69c801be7,fc8d7b82-7a33-4602-8a2a-d3677ddcc189,83812488-9fe8-413b-aa80-d2ab2058ee8b,voiceover,da-DK,per_minute,95,15.4884,0.109,0.168,19.7787,1878.98,USD,COMPUTED
8bf16682-ef1e-438f-9c46-7151a8ff1043,fc8d7b82-7a33-4602-8a2a-d3677ddcc189,36c8eec5-5d0d-4be1-a099-03bb39e8a763,voiceover,en-CA,per_minute,3727,13.1629,0.109,0.168,16.809,62647.14,USD,COMPUTED
0f379d10-671d-435e-a6c2-da23a4d75355,64f0a962-2ab8-4ea8-9445-fb30d7486276,69003265-dfb0-4360-80dc-093f6c7ae586,dtp,en-IN,per_page,762,4.6571,0.109,0.244,6.3011,4801.44,USD,COMPUTED
65f813c6-6a9f-4716-96ab-fbb52b6c7586,95a73fe7-798f-406a-9ec9-a65732166882,fa5aa93e-69e9-4102-9e87-1a91fa10e9ac,interpretation,ms-MY,per_hour,2914,41.7474,0.123,0.297,59.2813,172745.71,USD,COMPUTED
e74c9a27-6d3f-4f52-a9e2-c5eb14cd2467,95a73fe7-798f-406a-9ec9-a65732166882,53cb2d7a-478a-4dee-8b66-4285d2a8b08f,interpretation,es-AR,per_hour,2383,44.949,0.123,0.297,63.8276,152101.17,USD,COMPUTED
139062c8-af48-48fb-b8b6-7f827e4c043d,95a73fe7-798f-406a-9ec9-a65732166882,72446a11-dbb7-4417-b797-6da241a4c699,interpretation,fr-CA,per_hour,1985,66.9046,0.123,0.297,95.0045,188583.93,USD,COMPUTED
43af6396-5e37-47ef-8c5c-025d950427b8,95a73fe7-798f-406a-9ec9-a65732166882,54f5468e-8593-445c-ba92-3af54ad53faf,interpretation,hi-IN,per_hour,3121,31.802,0.123,0.297,45.1588,140940.61,USD,COMPUTED
95f0d136-aaf7-4502-a65c-aa43b365526a,95a73fe7-798f-406a-9ec9-a65732166882,45ffd234-d97f-4fa9-8887-3eaefb800c71,interpretation,en-GB,per_hour,2927,63.8875,0.123,0.297,90.7202,265538.03,USD,COMPUTED
cfa6aee9-95f4-495f-9760-b9c67573dce3,95a73fe7-798f-406a-9ec9-a65732166882,28deefdb-8fd5-4242-878a-75173f266646,interpretation,es-ES,per_hour,3144,63.5048,0.123,0.297,90.1768,283515.86,USD,COMPUTED
2059e4b8-8c5f-4d4e-8083-317a3c4044e3,95a73fe7-798f-406a-9ec9-a65732166882,97b8d38e-869a-4f12-ad5a-875cf89e53fc,transcreation,ms-MY,per_word,1209646,0.1114,0.123,0.297,0.1582,191366.0,USD,COMPUTED
c0556466-5711-4027-83c0-9fb5656e6737,95a73fe7-798f-406a-9ec9-a65732166882,2d423d52-148c-42ba-9a59-2bac0e169044,transcreation,es-AR,per_word,1891760,0.1318,0.123,0.297,0.1872,354137.47,USD,COMPUTED
e5feebd1-0a86-4486-8f4c-b2956c7a5006,95a73fe7-798f-406a-9ec9-a65732166882,e4d1caeb-b2a3-424c-af4c-06535f05acce,transcreation,fr-CA,per_word,380052,0.1802,0.123,0.297,0.2559,97255.31,USD,COMPUTED
4215e357-bcf7-4a19-be3a-33e0ded2ea72,95a73fe7-798f-406a-9ec9-a65732166882,5fc64c50-efc4-4978-968c-30e81a6d26c7,transcreation,hi-IN,per_word,643055,0.0918,0.123,0.297,0.1304,83854.37,USD,COMPUTED
c8ec5113-d71d-43ce-b3e0-85f2fd79034b,95a73fe7-798f-406a-9ec9-a65732166882,77e27884-df32-4049-a99f-6a158c07b663,transcreation,en-GB,per_word,294333,0.1739,0.123,0.297,0.2469,72670.82,USD,COMPUTED
cedc69c7-d0d3-4991-9781-173c1c1efa0a,95a73fe7-798f-406a-9ec9-a65732166882,bd98e77b-1cfe-4389-86db-d0e1dcef2dd5,transcreation,es-ES,per_word,1380576,0.1621,0.123,0.297,0.2302,317808.6,USD,COMPUTED
c140a902-6118-4dd7-a552-1a1bbea00ed7,95a73fe7-798f-406a-9ec9-a65732166882,702354f3-5269-49d0-8fe5-de7ed09c0fd1,voiceover,ms-MY,per_minute,6259,8.5292,0.123,0.297,12.1115,75805.88,USD,COMPUTED
d0502296-03c1-49ae-bd61-b7c0610a24d4,95a73fe7-798f-406a-9ec9-a65732166882,85b58deb-4fbf-46c0-a74f-56e413ce94b8,voiceover,fr-CA,per_minute,8911,13.608,0.123,0.297,19.3234,172190.82,USD,COMPUTED
e17706aa-8c7f-4e4b-901c-457fb8f82cee,95a73fe7-798f-406a-9ec9-a65732166882,59db23e3-c16c-4408-80f7-75b3028aaae2,voiceover,en-GB,per_minute,9621,15.4249,0.123,0.297,21.9034,210732.61,USD,COMPUTED
aa7d3ad4-0cfc-4685-927c-9313b3242b3b,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,067975eb-601e-4f7d-b03a-4044e83b9d7e,dtp,fr-CA,per_page,297,9.2448,0.146,0.266,13.0537,3876.95,USD,COMPUTED
1c338b7a-6a7c-47bf-a7f2-0ca456347bd4,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,66902aa8-e929-4131-ad11-93285a716da4,dtp,no-NO,per_page,887,11.081,0.146,0.266,15.6464,13878.36,USD,COMPUTED
83500ad0-8a67-48bd-bc82-f36ebbfecb62,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,11184a67-0dc8-44c2-903a-df9d95cb07c3,dtp,da-DK,per_page,252,9.9483,0.146,0.266,14.047,3539.84,USD,COMPUTED
831b8712-3a70-4e9b-b2a2-0d461d40d1a3,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,40f8d9d4-243d-44b2-8e71-9a381e6b6c28,dtp,he-IL,per_page,740,10.9268,0.146,0.266,15.4286,11417.16,USD,COMPUTED
345b57c1-64f3-47df-a3d5-46647e5638a3,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,d453bfc4-4d70-4886-884d-17f98945b031,dtp,en-CA,per_page,901,8.5148,0.146,0.266,12.0229,10832.63,USD,COMPUTED
dc485290-1c58-4a8b-9ee9-ff691d64909e,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,c192d9a1-d0a3-4065-91d2-ea2b92471e66,dtp,fi-FI,per_page,388,9.3573,0.146,0.266,13.2125,5126.45,USD,COMPUTED
bcae853a-2dd1-44d8-929b-8f6315f484fd,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,106f2a99-72f6-4c50-9ece-90eb478eaf21,dtp,en-AU,per_page,955,8.9019,0.146,0.266,12.5695,12003.87,USD,COMPUTED
0c0c3a6e-3688-4d8e-8d9a-892c6d974f73,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,56f47caf-ae5f-4c64-84b2-f29db9ecbd21,dtp,ja-JP,per_page,1000,11.4176,0.146,0.266,16.1217,16121.7,USD,COMPUTED
690b76f2-cc98-44fa-b496-7c806de86968,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,a37a380a-b589-4f8f-91f5-4019cdbf2637,translation,fr-CA,per_word,737711,0.0925,0.146,0.266,0.1306,96345.06,USD,COMPUTED
1fb43883-a36d-42a9-b376-d59e1a5cc5d0,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,65084fe9-5222-49f2-8ae1-e01f361ed645,translation,no-NO,per_word,292383,0.0968,0.146,0.266,0.1367,39968.76,USD,COMPUTED
d9570d37-fa05-4e58-9480-95d9a1344fcb,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,11e44226-650d-4a0a-b831-3351fece32f5,translation,da-DK,per_word,284536,0.094,0.146,0.266,0.1327,37757.93,USD,COMPUTED
f1e3d610-2081-41dc-8837-5f29c96506d9,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,d861bf45-38b1-4258-8bab-fc24975bd1e1,translation,he-IL,per_word,1861326,0.1029,0.146,0.266,0.1453,270450.67,USD,COMPUTED
413db61d-3a8a-48f8-a571-540834f9137d,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,c7d3a074-bdc3-4698-be58-26ad040f0b18,translation,en-CA,per_word,1193639,0.0804,0.146,0.266,0.1135,135478.03,USD,COMPUTED
097d721b-4acf-4893-8fb1-42daaff578a7,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,c40f3650-787e-440f-9ef4-c207726b373d,translation,fi-FI,per_word,200763,0.0923,0.146,0.266,0.1303,26159.42,USD,COMPUTED
2826b6e4-b9ca-4b88-aefb-e6b9c8040f60,8ce2141b-ff02-4ca3-bcfb-69b81fa259e0,f94c1afd-2446-46ce-859d-152c94d9940d,translation,en-AU,per_word,1200856,0.0852,0.146,0.266,0.1203,144462.98,USD,COMPUTED
dc00d024-9ce0-4ff6-b55c-977aba43a06e,81e5bd64-bae1-45b0-91ca-d7eeafe27c59,13c51fc2-5f8e-4d4c-a550-3e9adb52da76,subtitling,cs-CZ,per_minute,3838,5.5858,0.105,0.123,6.8594,26326.38,USD,COMPUTED
c096f4f9-108e-4c01-9241-4ff493b1c75a,81e5bd64-bae1-45b0-91ca-d7eeafe27c59,ad84060e-2655-4c1d-8a09-ca47357a146a,subtitling,de-DE,per_minute,5695,7.0405,0.105,0.123,8.6457,49237.26,USD,COMPUTED
4ddf2e9b-5e12-4e15-b796-39771c17c3ee,9d67a967-0c3d-41c9-9e39-fe8208083c25,781b8b0f-dc4f-420f-b04c-84568962af3e,translation,fr-CA,per_word,715686,0.0925,0.148,0.379,0.1412,101054.86,USD,COMPUTED
7a97fa62-ad25-458c-b12a-85d69212ca2c,9d67a967-0c3d-41c9-9e39-fe8208083c25,973a6d9f-9393-4107-b285-f5af3dc19c20,translation,en-CA,per_word,1054839,0.0804,0.148,0.379,0.1228,129534.23,USD,COMPUTED
6629fdfa-ad34-401a-b48c-d7690276890f,9d67a967-0c3d-41c9-9e39-fe8208083c25,2684e6d6-6fc4-4cfb-a6e7-e6c0239af14b,qa_testing,fr-CA,per_hour,866,40.1959,0.148,0.379,61.3791,53154.3,USD,COMPUTED
60e0c256-e214-4c78-894a-0dfc9539079e,9d67a967-0c3d-41c9-9e39-fe8208083c25,0ca831c1-3990-466a-9ac5-16aec3da67cc,qa_testing,en-CA,per_hour,633,37.1601,0.148,0.379,56.7435,35918.64,USD,COMPUTED
09add03e-b7d3-4fff-af4b-e0e3f941e38d,7edc801c-e384-4a7f-9c2e-384ba876161f,7a184426-9bf6-4c38-9b4a-269be565a9b1,qa_testing,es-MX,per_hour,2004,28.4503,0.104,0.198,37.0423,74232.77,USD,COMPUTED
23c9cc41-3e37-4d7b-bc9c-67ca04dbf313,7edc801c-e384-4a7f-9c2e-384ba876161f,b9f24cf4-e085-42b6-9f46-b4096f95392e,qa_testing,pt-PT,per_hour,2283,38.7571,0.104,0.198,50.4617,115204.06,USD,COMPUTED
46f412c4-5cfc-441b-b1af-b517b3a9f35c,d192674a-2f35-4816-90b8-a5061b02d334,29dbeee7-0d9d-4005-846f-d23ae906b4ca,content_writing,vi-VN,per_word,1627534,0.0618,0.117,0.279,0.0863,140456.18,USD,COMPUTED
451dd47b-68fd-4cee-a5d9-74e4d117118e,d192674a-2f35-4816-90b8-a5061b02d334,795e494e-0158-4245-a8a6-2cbbebc0ba05,content_writing,pt-BR,per_word,1904947,0.0951,0.117,0.279,0.1328,252976.96,USD,COMPUTED
8e46d8c3-9771-47c6-8d19-5e39058a490b,0ba2a71d-038b-4191-9a44-986948b7d352,fc745ce0-da08-44ef-abd4-df6fc33dfb12,translation,hi-IN,per_word,580253,0.045,0.109,0.221,0.0599,34757.15,USD,COMPUTED
7fdec2e5-16d3-42af-adb9-60b2b7f316ca,07c7a943-f532-4985-aebb-df4282ed474f,563cf0bc-b23e-4a5d-a7fd-9dacae7b1a0b,subtitling,fr-FR,per_minute,4229,6.5198,0.118,0.295,9.2125,38959.66,USD,COMPUTED
8ffee201-3e92-48c1-b4bb-77d7d613a17f,07c7a943-f532-4985-aebb-df4282ed474f,fb74f8c4-d6a0-4db9-b49f-38d570472924,subtitling,sv-SE,per_minute,3427,6.6135,0.118,0.295,9.3449,32024.97,USD,COMPUTED
2c3ff658-c75a-4144-a8b4-84c510040b3d,07c7a943-f532-4985-aebb-df4282ed474f,1ec9e662-9665-417d-8041-6e9875cfd7f4,translation,fr-FR,per_word,416278,0.0974,0.118,0.295,0.1376,57279.85,USD,COMPUTED
2fbd18d3-fc97-4485-a0cf-0743b7d56f15,07c7a943-f532-4985-aebb-df4282ed474f,83576b85-3b42-4862-8035-fc0b51596581,translation,sv-SE,per_word,1736675,0.0941,0.118,0.295,0.133,230977.78,USD,COMPUTED
0f48ead9-e331-440a-8c77-faf36d5ee8eb,07c7a943-f532-4985-aebb-df4282ed474f,a0a70f00-cc67-4bf3-bb84-4ce85fe27948,translation,en-AU,per_word,1429909,0.0852,0.118,0.295,0.1204,172161.04,USD,COMPUTED
491809f9-2fb1-44bc-bfa5-73a0db878498,4f5a19c0-2eca-4a85-ac70-74f6ca53fef7,50236b16-2cc6-48c1-8d53-975bddb09c53,proofreading,en-GB,per_word,1140192,0.0408,0.133,0.273,0.0574,65447.02,USD,COMPUTED
cc74cef5-3940-41c0-87e8-8fae0efc0763,4f5a19c0-2eca-4a85-ac70-74f6ca53fef7,6381a93a-163c-4ab6-9a26-051c994ec353,proofreading,ru-RU,per_word,1894983,0.028,0.133,0.273,0.0394,74662.33,USD,COMPUTED
78e58610-9cb2-475a-b60b-e31ad03ded72,9b9a43fc-e513-47b7-a85e-db3960f7d9c9,eeb26dcb-de6e-4a43-ba68-5b6d10f52318,localization_engineering,no-NO,per_hour,1327,64.1492,0.118,0.155,81.6619,108365.34,USD,COMPUTED
74d70840-3f84-4004-92af-83558ce4228d,9b9a43fc-e513-47b7-a85e-db3960f7d9c9,0a62fbde-f8ae-4c3a-9969-6f159f35c968,localization_engineering,hi-IN,per_hour,2830,25.9527,0.118,0.155,33.0378,93496.97,USD,COMPUTED
89251f12-ae77-4db2-a65a-a50a5de93ac4,9b9a43fc-e513-47b7-a85e-db3960f7d9c9,c2a407a4-fbe5-4438-bb57-476ba3c11c96,qa_testing,no-NO,per_hour,873,42.6219,0.118,0.155,54.2577,47366.97,USD,COMPUTED
93328849-33d0-430a-880d-3e8219394c06,9b9a43fc-e513-47b7-a85e-db3960f7d9c9,29bc5171-b46f-4ea1-8171-3e8bb5a99718,qa_testing,es-ES,per_hour,1932,38.6226,0.118,0.155,49.1666,94989.87,USD,COMPUTED
d4307849-f8a9-4892-848d-f1e30ebd3f31,735f4d1e-75ad-408e-b0b0-6cb5d8ffba0e,a1cc13ac-97bf-4e96-b976-c8b09acd9414,translation,he-IL,per_word,836310,0.1029,0.116,0.157,0.131,109556.61,USD,COMPUTED
27d323e8-10b9-4388-929a-f0fdcc4df876,735f4d1e-75ad-408e-b0b0-6cb5d8ffba0e,f528bd7c-576e-4737-a25a-30db202d98c2,translation,fr-CA,per_word,1028094,0.0925,0.116,0.157,0.1178,121109.47,USD,COMPUTED
8979d041-721c-45cb-8071-cec0f5b5ecda,735f4d1e-75ad-408e-b0b0-6cb5d8ffba0e,7bec7786-fa3b-4e81-a0ee-4a5f78d79a5c,translation,ta-IN,per_word,1322179,0.0483,0.116,0.157,0.0615,81314.01,USD,COMPUTED
3b414c76-7b87-4a32-9854-4d4e72f6b945,2baa17c3-4daa-44ad-8027-db50e722b69d,6800deb7-3eec-40f4-80c1-482faf69f64a,proofreading,nl-NL,per_word,1033226,0.0395,0.097,0.188,0.0508,52487.88,USD,COMPUTED
9608cc5d-8e13-4fcc-bdc2-bdc2184b46d9,2baa17c3-4daa-44ad-8027-db50e722b69d,d311f669-1c6f-4170-b7d7-376670ba6bf9,proofreading,ja-JP,per_word,1643571,0.048,0.097,0.188,0.0617,101408.33,USD,COMPUTED
435c136a-3147-466e-877f-fb01fcb5181e,70dc26b1-4a3c-4e57-ada9-3da1f03b2e6b,0c950712-e4aa-4d0a-b6b5-91afb6cdf070,content_writing,cs-CZ,per_word,1503192,0.0962,0.136,0.254,0.1337,200976.77,USD,COMPUTED
0122532c-5e5b-4b96-b7d5-6b432cf62fe3,70dc26b1-4a3c-4e57-ada9-3da1f03b2e6b,f743e7c9-058b-48ab-ae68-0e308ef0ca89,content_writing,de-DE,per_word,1826139,0.1277,0.136,0.254,0.1775,324139.67,USD,COMPUTED
c1aa691c-f7fd-41d7-acec-e13aa7f31026,70dc26b1-4a3c-4e57-ada9-3da1f03b2e6b,4e1deaa8-6712-4e50-b306-da2231ea0df7,content_writing,ms-MY,per_word,1135734,0.0733,0.136,0.254,0.1019,115731.29,USD,COMPUTED
eddd0da8-8c3d-4549-871b-3ef93d85e33b,70dc26b1-4a3c-4e57-ada9-3da1f03b2e6b,d770893e-4c21-4f5a-8efb-fac907b3f761,content_writing,en-AU,per_word,371822,0.1233,0.136,0.254,0.1714,63730.29,USD,COMPUTED
76dbc1bb-efbe-447b-bffb-b3ec68249051,70dc26b1-4a3c-4e57-ada9-3da1f03b2e6b,91f89a27-8ff0-4978-9b84-677c153af46e,dubbing,de-DE,per_minute,90,31.4163,0.136,0.254,43.6687,3930.18,USD,COMPUTED
355dec73-ec9f-453c-ab9a-cafa1565839d,70dc26b1-4a3c-4e57-ada9-3da1f03b2e6b,ab2f9d3c-4431-4f7b-80f3-8fb87f1ecc11,dubbing,ms-MY,per_minute,905,16.8496,0.136,0.254,23.4209,21195.91,USD,COMPUTED
246c073c-c880-4e26-905a-1ed122eb68de,70dc26b1-4a3c-4e57-ada9-3da1f03b2e6b,edc04de0-4d54-4c8a-a486-13858c7efc87,dubbing,en-AU,per_minute,5696,27.7783,0.136,0.254,38.6118,219932.81,USD,COMPUTED
